year,state,county,subgroup_type,subgroup,pctl_income_20,pctl_income_20_lb,pctl_income_20_ub,pctl_income_20_quality,pctl_income_50,pctl_income_50_lb,pctl_income_50_ub,pctl_income_50_quality,pctl_income_80,pctl_income_80_lb,pctl_income_80_ub,pctl_income_80_quality
2014,01,039,all,All,17745.266264,16568.422749999998,19314.937653,3,44572.384999999995,42353.85,47100.376256,3,87629.02878400001,84653.326186,91211.633986,3
2014,01,041,all,All,17745.266264,16568.422749999998,19314.937653,3,44572.384999999995,42353.85,47100.376256,3,87629.02878400001,84653.326186,91211.633986,3
2014,01,043,all,All,14595.470736,13448.885791,15663.51508,1,36175.51267,34338.006351000004,37557.671745,1,72325.37411,69320.556723,75579.860992,1
2014,01,045,all,All,15369.152446,14896.713216000002,16189.297332,3,40942.05499999999,39616.277712,42353.85,3,81969.148895,79665.575,85487.75716800001,3
2014,01,047,all,All,12815.969656,11803.403304,13916.265,3,34790.6625,32526.644986000003,36886.36889,3,75833.56,71637.02828,81124.978264,3
2014,01,049,all,All,16096.290496,14701.305806,18027.886085,2,38630.893543000006,36914.30524,40309.99812,2,71308.542856,67388.961134,74578.732591,2
2014,01,051,all,All,16978.4644,15883.177112,18402.237112000003,2,44099.576378000005,42008.748006,46794.058560000005,2,88636.512613,85438.45420800001,91776.75925,2
2014,01,053,all,All,13949.8469,12876.625102,15220.788869000002,3,36476.296447,34403.609592,38573.744088,3,76894.810312,73389.286416,80637.169117,3
2014,01,055,all,All,16784.589305,15369.152446,18454.1775,1,39512.226391,36270.756451,43136.195337000005,1,77870.439563,74437.102795,82690.84999999999,1
2014,01,057,all,All,16134.8,15061.850001,17212.967116,3,40369.465783,37739.313106,42390.74168000001,3,82626.87783900001,78866.73048000001,86724.54999999999,3
2014,01,059,all,All,16393.829779,15559.679597,17514.968966,3,40336.99999999999,38556.73236,42847.929905000005,3,80673.99999999999,77648.72499999999,84343.16692,3
2014,01,061,all,All,15369.152446,14896.713216000002,16189.297332,3,40942.05499999999,39616.277712,42353.85,3,81969.148895,79665.575,85487.75716800001,3
2014,01,063,all,All,12815.969656,11803.403304,13916.265,3,34790.6625,32526.644986000003,36886.36889,3,75833.56,71637.02828,81124.978264,3
2014,01,065,all,All,12815.969656,11803.403304,13916.265,3,34790.6625,32526.644986000003,36886.36889,3,75833.56,71637.02828,81124.978264,3
2014,01,067,all,All,15369.152446,14896.713216000002,16189.297332,3,40942.05499999999,39616.277712,42353.85,3,81969.148895,79665.575,85487.75716800001,3
2014,01,069,all,All,15369.152446,14896.713216000002,16189.297332,2,40942.05499999999,39616.277712,42353.85,2,81969.148895,79665.575,85487.75716800001,2
2014,01,071,all,All,16096.290496,14701.305806,18027.886085,2,38630.893543000006,36914.30524,40309.99812,2,71308.542856,67388.961134,74578.732591,2
2014,01,073,all,All,17725.809557,17042.3825,18555.019999999997,1,44932.997153,43057.042754,46387.55,1,98670.281119,95493.479122,100842.5,1
2014,01,075,all,All,16134.8,15061.850001,17212.967116,3,40369.465783,37739.313106,42390.74168000001,3,82626.87783900001,78866.73048000001,86724.54999999999,3
2014,01,077,all,All,16393.829779,15559.679597,17514.968966,2,40336.99999999999,38556.73236,42847.929905000005,2,80673.99999999999,77648.72499999999,84343.16692,2
2014,01,079,all,All,19314.937653,17647.4375,20702.642704,3,43781.136289,41849.540700000005,46142.427892,3,89657.89166400001,85309.93233400001,93828.02616,3
2014,01,081,all,All,15638.00436,14241.705115,17143.225,1,44581.316256000006,42172.087272,47439.437116,1,94590.26499999998,90367.750816,99568.36556,1
2014,01,083,all,All,22992.089999999997,21461.381249,24865.137448,2,53280.198669000005,50649.144854000006,56270.115,2,111171.11566,107467.85225,116857.969305,2
2014,01,085,all,All,16978.4644,15883.177112,18402.237112000003,3,44099.576378000005,42008.748006,46794.058560000005,3,88636.512613,85438.45420800001,91776.75925,3
2014,01,087,all,All,16941.539999999997,15592.263181,18454.1775,3,42922.762498,40984.070673,45379.12499999999,3,86476.923121,81734.83816300001,91211.633986,3
2014,01,089,all,All,21209.913999,20168.499999999996,21907.761008,1,52317.08899999999,50718.001562000005,53894.803559,1,111682.776454,108608.744455,115199.636672,1
2014,01,091,all,All,12815.969656,11803.403304,13916.265,3,34790.6625,32526.644986000003,36886.36889,3,75833.56,71637.02828,81124.978264,3
2014,01,093,all,All,16134.8,15369.152446,17042.3825,3,40336.99999999999,38320.149999999994,41957.473822,3,81983.35205500001,78919.391254,85846.543233,3
2014,01,095,all,All,17813.038078,17087.287792000003,19262.321782,1,41291.373118,39761.850664000005,42719.227104000005,1,91134.55268,87091.528011,94431.29938,1
2014,01,097,all,All,16598.362226,15638.00436,17623.039559,1,43546.26778,41701.34496,45379.12499999999,1,88511.306719,84707.7,91221.6921,1
2014,01,099,all,All,13949.8469,12876.625102,15220.788869000002,3,36476.296447,34403.609592,38573.744088,3,76894.810312,73389.286416,80637.169117,3
2014,01,101,all,All,17949.964999999997,16868.633384,19361.76,1,46914.01308,45176.120979,49211.13999999999,1,96108.084012,92727.757117,99040.69428,1
2014,01,103,all,All,19314.937653,17647.4375,20702.642704,1,43781.136289,41849.540700000005,46142.427892,1,89657.89166400001,85309.93233400001,93828.02616,1
2014,01,105,all,All,12815.969656,11803.403304,13916.265,3,34790.6625,32526.644986000003,36886.36889,3,75833.56,71637.02828,81124.978264,3
2014,01,107,all,All,14117.95,13034.624064,15335.029656,3,40777.337139,38218.348668,42847.929905000005,3,85487.75716800001,81969.148895,90165.56001,3
2014,01,109,all,All,16941.539999999997,15592.263181,18454.1775,3,42922.762498,40984.070673,45379.12499999999,3,86476.923121,81734.83816300001,91211.633986,3
2014,01,111,all,All,15126.374999999998,14164.694907,16680.537984000002,3,37323.107822000005,35294.875,39059.57132,3,75579.860992,71198.71184,78190.0218,3
2014,01,113,all,All,16941.539999999997,15592.263181,18454.1775,2,42922.762498,40984.070673,45379.12499999999,2,86476.923121,81734.83816300001,91211.633986,2
2014,01,115,all,All,20492.539111,18765.605232,21783.144141,2,46488.392499999994,44252.83083200001,49181.489337,2,89657.89166400001,86275.22101000001,92785.492536,2
2014,01,117,all,All,24573.113521000003,23178.128831,26288.910160000003,1,58488.649999999994,55463.37499999999,61509.48381600001,1,113844.267658,110321.695,117985.725,1
2014,01,119,all,All,12815.969656,11803.403304,13916.265,3,34790.6625,32526.644986000003,36886.36889,3,75833.56,71637.02828,81124.978264,3
2014,01,121,all,All,15126.374999999998,14164.694907,16680.537984000002,2,37323.107822000005,35294.875,39059.57132,2,75579.860992,71198.71184,78190.0218,2
2014,01,123,all,All,15061.850001,13911.256944,15832.2725,3,36488.67684,35041.546671000004,38627.413562,3,76000.903231,72977.35368,79943.823344,3
2014,01,125,all,All,14344.475113,13412.052499999998,15335.029656,1,38737.808428,36488.67684,40966.968968,1,82152.592344,80180.67217600001,85111.06999999999,1
2014,01,127,all,All,16134.8,15061.850001,17212.967116,2,40369.465783,37739.313106,42390.74168000001,2,82626.87783900001,78866.73048000001,86724.54999999999,2
2014,01,129,all,All,13949.8469,12876.625102,15220.788869000002,3,36476.296447,34403.609592,38573.744088,3,76894.810312,73389.286416,80637.169117,3
2014,01,131,all,All,13949.8469,12876.625102,15220.788869000002,3,36476.296447,34403.609592,38573.744088,3,76894.810312,73389.286416,80637.169117,3
2014,01,133,all,All,14595.470736,13448.885791,15663.51508,3,36175.51267,34338.006351000004,37557.671745,3,72325.37411,69320.556723,75579.860992,3
2014,02,013,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,016,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,020,all,All,36147.503376,32860.633888000004,38573.744088,1,79161.36249999999,76626.22136400001,82152.592344,1,143035.20913,139285.657467,148084.243384,1
2014,02,050,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,060,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,063,all,All,31985.008632,29143.4825,34099.488356,3,72505.75749999999,68891.878946,75631.875,3,128574.1875,120289.260012,136467.85342300002,3
2014,02,066,all,All,31985.008632,29143.4825,34099.488356,3,72505.75749999999,68891.878946,75631.875,3,128574.1875,120289.260012,136467.85342300002,3
2014,02,068,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,02,070,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,090,all,All,31985.008632,29143.4825,34099.488356,2,72505.75749999999,68891.878946,75631.875,2,128574.1875,120289.260012,136467.85342300002,2
2014,02,100,all,All,31985.008632,29143.4825,34099.488356,3,72505.75749999999,68891.878946,75631.875,3,128574.1875,120289.260012,136467.85342300002,3
2014,02,105,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,110,all,All,31985.008632,29143.4825,34099.488356,3,72505.75749999999,68891.878946,75631.875,3,128574.1875,120289.260012,136467.85342300002,3
2014,02,122,all,All,29201.792667,26288.910160000003,32192.580992000003,2,70393.778521,68730.96258400001,74047.264888,2,125528.790296,119700.0475,131559.275111,2
2014,02,130,all,All,31985.008632,29143.4825,34099.488356,3,72505.75749999999,68891.878946,75631.875,3,128574.1875,120289.260012,136467.85342300002,3
2014,02,150,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,158,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,164,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,170,all,All,29201.792667,26288.910160000003,32192.580992000003,2,70393.778521,68730.96258400001,74047.264888,2,125528.790296,119700.0475,131559.275111,2
2014,02,180,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,185,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,188,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,195,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,198,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,220,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,230,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,02,240,all,All,31985.008632,29143.4825,34099.488356,3,72505.75749999999,68891.878946,75631.875,3,128574.1875,120289.260012,136467.85342300002,3
2014,02,275,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,02,282,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,02,290,all,All,23248.903898,22059.890259000003,26063.340600000003,3,57527.335789,55254.282072,61058.581705,3,114579.947912,110956.267653,119593.043653,3
2014,04,001,all,All,11783.285555,10790.1475,12876.625102,2,34338.006351000004,32318.542344,36680.828894,2,71927.915561,68976.26999999999,74796.40756400001,2
2014,04,003,all,All,16905.664671000002,16055.219851000002,18242.734092,2,43160.59,41206.014916,45258.113999999994,2,87051.557604,83396.7475,90568.108202,2
2014,04,005,all,All,19059.20796,16978.4644,21907.761008,1,49147.245279,46464.190784000006,51742.678895000005,1,98582.909288,94791.95,103622.036912,1
2014,04,007,all,All,21371.939292000003,19826.009824,22345.069824,2,46914.01308,45069.206094,48633.979984000005,2,84299.83908800001,81661.84645,87629.02878400001,2
2014,04,009,all,All,21371.939292000003,19826.009824,22345.069824,3,46914.01308,45069.206094,48633.979984000005,3,84299.83908800001,81661.84645,87629.02878400001,3
2014,04,011,all,All,21371.939292000003,19826.009824,22345.069824,3,46914.01308,45069.206094,48633.979984000005,3,84299.83908800001,81661.84645,87629.02878400001,3
2014,04,012,all,All,17931.17425,16993.702154000002,18869.656553,3,37676.680272000005,36055.77217,39433.36524000001,3,70823.474535,67972.78820200001,73464.427786,3
2014,04,013,all,All,23193.775,22935.739728,23607.824845000003,1,53648.20999999999,53111.24192,53894.803559,1,107481.297124,106764.929785,108488.061165,1
2014,04,015,all,All,17931.17425,16993.702154000002,18869.656553,1,37676.680272000005,36055.77217,39433.36524000001,1,70823.474535,67972.78820200001,73464.427786,1
2014,04,017,all,All,11783.285555,10790.1475,12876.625102,2,34338.006351000004,32318.542344,36680.828894,2,71927.915561,68976.26999999999,74796.40756400001,2
2014,04,019,all,All,19467.861778,18765.605232,20168.499999999996,1,46107.457338,45454.263965000006,47100.376256,1,93783.525,92214.914676,95800.375,1
2014,04,021,all,All,22185.35,21249.782536,23668.333559,1,50421.24999999999,48556.667819,52255.521336,1,89448.185122,87091.528011,92577.389894,1
2014,04,023,all,All,16905.664671000002,16055.219851000002,18242.734092,3,43160.59,41206.014916,45258.113999999994,3,87051.557604,83396.7475,90568.108202,3
2014,04,025,all,All,19716.178808,18650.028892,20492.539111,1,43814.514392000005,42084.423984,46036.928908,1,82202.27301,79649.770915,86113.075301,1
2014,04,027,all,All,19278.869992,18443.184445,20370.185,1,41701.34496,39761.850664000005,43265.145396,1,79857.873557,77144.5125,82788.286232,1
2014,05,001,all,All,14239.742368,13311.21,15159.70308,3,35597.4025,34286.45,37242.790664,3,77261.78708600001,75115.34349,79753.822236,3
2014,05,003,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,005,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,007,all,All,26420.734999999997,24605.569999999996,27971.575338,1,55564.21749999999,54112.085499999994,58054.25676,1,108423.496896,104253.3624,112677.088183,1
2014,05,009,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,011,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,013,all,All,13949.8469,13144.455080000002,15344.831590000002,3,36303.3,33802.413689,38907.112398000005,3,73389.286416,70684.18379000001,79085.449553,3
2014,05,015,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,017,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,019,all,All,15992.000504,14787.889824000002,17418.507112,3,38309.130651,36303.3,40528.652528000006,3,79161.36249999999,75631.875,81969.148895,3
2014,05,021,all,All,15992.000504,15369.152446,16758.802368,3,38320.111117,36584.812192000005,39980.505072,3,76626.22136400001,72977.35368,79665.575,3
2014,05,023,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
2014,05,025,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,027,all,All,13949.8469,13144.455080000002,15344.831590000002,3,36303.3,33802.413689,38907.112398000005,3,73389.286416,70684.18379000001,79085.449553,3
2014,05,029,all,All,18500.984264,17201.804796,19494.974686,3,38338.077952,36488.67684,40528.652528000006,3,76845.76223000001,74123.93862500001,79515.145567,3
2014,05,031,all,All,15795.513824,15335.029656,16524.968273000002,2,38219.307499999995,36579.066445,39616.277712,2,76626.22136400001,72977.35368,79440.658066,2
2014,05,033,all,All,16840.6975,15638.00436,18027.886085,3,39616.277712,38017.6225,41345.425,3,75052.32501,72091.402141,77147.488176,3
2014,05,035,all,All,14239.742368,13198.387994,15666.594482,2,36696.779482000005,34689.82,39489.267334,2,76104.95455200001,72293.99912800001,80022.564227,2
2014,05,037,all,All,12984.558224,11911.336426,14117.95,3,32860.633888000004,30889.721344,35052.216088,3,66858.5775,64550.641783,71198.71184,3
2014,05,039,all,All,13949.8469,13144.455080000002,15344.831590000002,3,36303.3,33802.413689,38907.112398000005,3,73389.286416,70684.18379000001,79085.449553,3
2014,05,041,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,043,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,045,all,All,24036.502622,22541.893777,25193.622872000004,2,53169.214824,51185.755753000005,54768.394896000005,2,97817.225,93828.02616,100773.483864,2
2014,05,047,all,All,16203.205381000002,15335.029656,17512.658163,3,37557.671745,36066.224004,38952.656435,3,73389.286416,70103.42455200001,77648.72499999999,3
2014,05,049,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
2014,05,051,all,All,15992.000504,14787.889824000002,17418.507112,2,38309.130651,36303.3,40528.652528000006,2,79161.36249999999,75631.875,81969.148895,2
2014,05,053,all,All,14787.889824000002,13363.109488000002,16168.138803,3,36804.474224000005,35052.216088,38781.846730000005,3,78538.245056,75190.69302800001,81456.306454,3
2014,05,055,all,All,15992.000504,15369.152446,16758.802368,3,38320.111117,36584.812192000005,39980.505072,3,76626.22136400001,72977.35368,79665.575,3
2014,05,057,all,All,15061.850001,13761.039754,16134.8,3,35294.875,33378.8675,38469.692767,3,71934.82005600001,66497.226451,76104.95455200001,3
2014,05,059,all,All,15992.000504,14787.889824000002,17418.507112,3,38309.130651,36303.3,40528.652528000006,3,79161.36249999999,75631.875,81969.148895,3
2014,05,061,all,All,16203.205381000002,15335.029656,17512.658163,3,37557.671745,36066.224004,38952.656435,3,73389.286416,70103.42455200001,77648.72499999999,3
2014,05,063,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
2014,05,065,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
2014,05,067,all,All,15220.788869000002,14521.319999999998,16096.290496,3,37571.276088000006,36484.449947,40336.99999999999,3,76539.45749999999,72235.218006,80673.99999999999,3
2014,05,069,all,All,14787.889824000002,13363.109488000002,16168.138803,2,36804.474224000005,35052.216088,38781.846730000005,2,78538.245056,75190.69302800001,81456.306454,2
2014,05,071,all,All,18500.984264,17201.804796,19494.974686,3,38338.077952,36488.67684,40528.652528000006,3,76845.76223000001,74123.93862500001,79515.145567,3
2014,05,073,all,All,15061.850001,13761.039754,16134.8,3,35294.875,33378.8675,38469.692767,3,71934.82005600001,66497.226451,76104.95455200001,3
2014,05,075,all,All,15992.000504,15369.152446,16758.802368,3,38320.111117,36584.812192000005,39980.505072,3,76626.22136400001,72977.35368,79665.575,3
2014,05,077,all,All,12984.558224,11911.336426,14117.95,3,32860.633888000004,30889.721344,35052.216088,3,66858.5775,64550.641783,71198.71184,3
2014,05,079,all,All,13761.039754,12927.618979,14521.319999999998,3,34285.414224,32787.659558,35861.691557,3,75631.875,70697.698232,80068.94499999999,3
2014,05,081,all,All,15061.850001,13761.039754,16134.8,3,35294.875,33378.8675,38469.692767,3,71934.82005600001,66497.226451,76104.95455200001,3
2014,05,083,all,All,16203.205381000002,15335.029656,17512.658163,3,37557.671745,36066.224004,38952.656435,3,73389.286416,70103.42455200001,77648.72499999999,3
2014,05,085,all,All,24036.502622,22541.893777,25193.622872000004,2,53169.214824,51185.755753000005,54768.394896000005,2,97817.225,93828.02616,100773.483864,2
2014,05,087,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,089,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,091,all,All,15061.850001,13761.039754,16134.8,2,35294.875,33378.8675,38469.692767,2,71934.82005600001,66497.226451,76104.95455200001,2
2014,05,093,all,All,14239.742368,13198.387994,15666.594482,2,36696.779482000005,34689.82,39489.267334,2,76104.95455200001,72293.99912800001,80022.564227,2
2014,05,095,all,All,12984.558224,11911.336426,14117.95,3,32860.633888000004,30889.721344,35052.216088,3,66858.5775,64550.641783,71198.71184,3
2014,05,097,all,All,15992.000504,14787.889824000002,17418.507112,3,38309.130651,36303.3,40528.652528000006,3,79161.36249999999,75631.875,81969.148895,3
2014,05,099,all,All,15061.850001,13761.039754,16134.8,3,35294.875,33378.8675,38469.692767,3,71934.82005600001,66497.226451,76104.95455200001,3
2014,05,101,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,103,all,All,13949.8469,13144.455080000002,15344.831590000002,3,36303.3,33802.413689,38907.112398000005,3,73389.286416,70684.18379000001,79085.449553,3
2014,05,105,all,All,18500.984264,17201.804796,19494.974686,3,38338.077952,36488.67684,40528.652528000006,3,76845.76223000001,74123.93862500001,79515.145567,3
2014,05,107,all,All,12984.558224,11911.336426,14117.95,3,32860.633888000004,30889.721344,35052.216088,3,66858.5775,64550.641783,71198.71184,3
2014,05,109,all,All,15061.850001,13761.039754,16134.8,3,35294.875,33378.8675,38469.692767,3,71934.82005600001,66497.226451,76104.95455200001,3
2014,05,111,all,All,12984.558224,11911.336426,14117.95,3,32860.633888000004,30889.721344,35052.216088,3,66858.5775,64550.641783,71198.71184,3
2014,05,113,all,All,16203.205381000002,15335.029656,17512.658163,3,37557.671745,36066.224004,38952.656435,3,73389.286416,70103.42455200001,77648.72499999999,3
2014,05,115,all,All,18500.984264,17201.804796,19494.974686,2,38338.077952,36488.67684,40528.652528000006,2,76845.76223000001,74123.93862500001,79515.145567,2
2014,05,117,all,All,15220.788869000002,14521.319999999998,16096.290496,3,37571.276088000006,36484.449947,40336.99999999999,3,76539.45749999999,72235.218006,80673.99999999999,3
2014,05,119,all,All,19808.138856,19101.107883,20594.30156,1,47336.667118000005,46107.457338,48895.029007000005,1,96576.724739,94753.062272,99875.125262,1
2014,05,121,all,All,15992.000504,15369.152446,16758.802368,3,38320.111117,36584.812192000005,39980.505072,3,76626.22136400001,72977.35368,79665.575,3
2014,05,123,all,All,12984.558224,11911.336426,14117.95,3,32860.633888000004,30889.721344,35052.216088,3,66858.5775,64550.641783,71198.71184,3
2014,05,125,all,All,21688.098976,20773.554999999997,23550.188128,1,47336.667118000005,45913.590249999994,49510.612864,1,90138.412188,86738.39343400001,95287.775275,1
2014,05,127,all,All,16203.205381000002,15335.029656,17512.658163,3,37557.671745,36066.224004,38952.656435,3,73389.286416,70103.42455200001,77648.72499999999,3
2014,05,129,all,All,16320.485928000002,15638.00436,16978.4644,3,36303.3,35028.927725,37602.736229,3,68853.883562,65992.78248200001,71198.71184,3
2014,05,131,all,All,16840.6975,15638.00436,18027.886085,2,39616.277712,38017.6225,41345.425,2,75052.32501,72091.402141,77147.488176,2
2014,05,133,all,All,16203.205381000002,15335.029656,17512.658163,3,37557.671745,36066.224004,38952.656435,3,73389.286416,70103.42455200001,77648.72499999999,3
2014,05,135,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
2014,05,137,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
2014,05,139,all,All,13949.8469,13144.455080000002,15344.831590000002,2,36303.3,33802.413689,38907.112398000005,2,73389.286416,70684.18379000001,79085.449553,2
2014,05,141,all,All,15471.922444,14924.69,16472.435342,3,33883.079999999994,32313.494056000003,35154.193393,3,69008.137264,65722.2754,72977.35368,3
