year,state,place,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,01,77256,race-ethnicity,"Black, Non-Hispanic",0.322325188560288,0.14559544359796145,0.4990549335226146,2
2014,01,77256,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,01,77256,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,01,77256,race-ethnicity,"White, Non-Hispanic",0.3582776156822215,0.21948815470615624,0.49706707665828676,2
2014,02,03000,all,All,0.36396138720057203,0.2764155605844795,0.45150721381666453,2
2014,02,03000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,02,03000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,02,03000,race-ethnicity,Other Races and Ethnicities,0.29499323410013534,0.1522194792366793,0.43776698896359134,2
2014,02,03000,race-ethnicity,"White, Non-Hispanic",0.4180871212121212,0.2777632897427839,0.5584109526814585,2
2014,04,04720,all,All,0.1863033362840492,0.10523554074527224,0.2673711318228261,2
2014,04,04720,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,04720,race-ethnicity,Hispanic,0.19384731176765307,0.08770819008350039,0.29998643345180576,2
2014,04,04720,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,04720,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,04,07940,all,All,0.3468760710405678,0.23172586108137955,0.462026280999756,2
2014,04,07940,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,07940,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,04,07940,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,07940,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,04,12000,all,All,0.4455354833597084,0.379233996868243,0.5118369698511738,3
2014,04,12000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,12000,race-ethnicity,Hispanic,0.3540972970802165,0.23719546272957057,0.47099913143086236,3
2014,04,12000,race-ethnicity,Other Races and Ethnicities,0.47134273946444744,0.31969187197170845,0.6229936069571864,3
2014,04,12000,race-ethnicity,"White, Non-Hispanic",0.5234549486625607,0.4390882706209759,0.6078216267041455,3
2014,04,23620,all,All,0.459511391710129,0.3618806913172647,0.5571420921029933,3
2014,04,23620,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,23620,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,04,23620,race-ethnicity,Other Races and Ethnicities,0.4083703233988586,0.25596648726162435,0.5607741595360929,3
2014,04,23620,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,04,27400,all,All,0.42776453079153354,0.3517670475289827,0.5037620140540844,1
2014,04,27400,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,27400,race-ethnicity,Hispanic,0.536896682618011,0.354009323777597,0.7197840414584251,1
2014,04,27400,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,27400,race-ethnicity,"White, Non-Hispanic",0.37172970395650723,0.29975826303009423,0.44370114488292023,1
2014,04,27820,all,All,0.22687864479208122,0.15554154486152882,0.2982157447226336,1
2014,04,27820,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,27820,race-ethnicity,Hispanic,0.17988667370448538,0.07970156848510296,0.2800717789238678,1
2014,04,27820,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,27820,race-ethnicity,"White, Non-Hispanic",0.32274257629951536,0.20423475754312662,0.44125039505590413,1
2014,04,28380,all,All,0.3041025552051586,0.1877587019367613,0.4204464084735559,2
2014,04,28380,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,28380,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,04,28380,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,28380,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,04,46000,all,All,0.3451132161644721,0.30495946675586316,0.38526696557308104,2
2014,04,46000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,46000,race-ethnicity,Hispanic,0.2125329595771176,0.14964665635177435,0.2754192628024609,2
2014,04,46000,race-ethnicity,Other Races and Ethnicities,0.3689525288748808,0.1971347099907864,0.5407703477589751,2
2014,04,46000,race-ethnicity,"White, Non-Hispanic",0.420671501635968,0.36544815209021564,0.47589485118172037,2
2014,04,54050,all,All,0.4118838706372634,0.3124838185325439,0.5112839227419829,2
2014,04,54050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,54050,race-ethnicity,Hispanic,0.3783394336950007,0.20042497497534134,0.5562538924146601,2
2014,04,54050,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,54050,race-ethnicity,"White, Non-Hispanic",0.4020928906633623,0.253519419436696,0.5506663618900286,2
2014,04,55000,all,All,0.3086438408361355,0.2859073517991206,0.3313803298731504,2
2014,04,55000,race-ethnicity,"Black, Non-Hispanic",0.25834513361873895,0.1701019662381708,0.3465883009993071,2
2014,04,55000,race-ethnicity,Hispanic,0.19238105734528202,0.16226878475958928,0.22249332993097476,2
2014,04,55000,race-ethnicity,Other Races and Ethnicities,0.41863353949445886,0.3308638032884106,0.5064032757005071,2
2014,04,55000,race-ethnicity,"White, Non-Hispanic",0.48101106262555077,0.4360802706921343,0.5259418545589672,2
2014,04,65000,all,All,0.28254919003405665,0.23446582544542852,0.3306325546226848,3
2014,04,65000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,65000,race-ethnicity,Hispanic,0.1256579962410942,0.07699520752904385,0.17432078495314454,3
2014,04,65000,race-ethnicity,Other Races and Ethnicities,0.30284225991122066,0.1653700698767987,0.4403144499456426,3
2014,04,65000,race-ethnicity,"White, Non-Hispanic",0.44100643954633023,0.3587794326614813,0.5232334464311792,3
2014,04,71510,all,All,0.32539776939086806,0.20591867771322356,0.44487686106851254,1
2014,04,71510,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,71510,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,04,71510,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,71510,race-ethnicity,"White, Non-Hispanic",0.4095823884023357,0.2746720327978135,0.5444927440068579,1
2014,04,73000,all,All,0.26401666571862276,0.1940111617270442,0.3340221697102013,3
2014,04,73000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,73000,race-ethnicity,Hispanic,0.14514298263816547,0.059672869790665065,0.2306130954856659,3
2014,04,73000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,73000,race-ethnicity,"White, Non-Hispanic",0.32441554562207536,0.2126241472891847,0.43620694395496606,3
2014,04,77000,all,All,0.35449173644867865,0.3125448383596713,0.396438634537686,2
2014,04,77000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,77000,race-ethnicity,Hispanic,0.28753534362836713,0.21472891490669738,0.3603417723500369,2
2014,04,77000,race-ethnicity,Other Races and Ethnicities,0.35444552217651315,0.19326110596018709,0.5156299383928392,2
2014,04,77000,race-ethnicity,"White, Non-Hispanic",0.4711751359882952,0.4031273541150614,0.539222917861529,2
2014,04,85540,all,All,0.41361771944216574,0.32874593394426904,0.49848950494006244,2
2014,04,85540,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,04,85540,race-ethnicity,Hispanic,0.36598493003229277,0.26923004084664737,0.46273981921793816,2
2014,04,85540,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,04,85540,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,05,23290,all,All,0.38833492692255156,0.3053029853028989,0.4713668685422042,2
2014,05,23290,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,05,23290,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,05,23290,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,05,23290,race-ethnicity,"White, Non-Hispanic",0.4750996015936255,0.37382415879457376,0.5763750443926773,2
2014,05,24550,all,All,0.49385805277525024,0.39249208155155435,0.5952240239989461,2
2014,05,24550,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,05,24550,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,05,24550,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,05,24550,race-ethnicity,"White, Non-Hispanic",0.5209619759506012,0.40771426895672813,0.6342096829444743,2
2014,05,35710,all,All,0.49046830920547896,0.4177978780685037,0.5631387403424543,2
2014,05,35710,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,05,35710,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,05,35710,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,05,35710,race-ethnicity,"White, Non-Hispanic",0.48296006090956056,0.40539161413463276,0.5605285076844884,2
2014,05,41000,all,All,0.4707304388249685,0.3790745423105846,0.56238633533935245,1
2014,05,41000,race-ethnicity,"Black, Non-Hispanic",0.4424975349467101,0.2969333195676084,0.5880617503258119,1
2014,05,41000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,05,41000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,05,41000,race-ethnicity,"White, Non-Hispanic",0.5541344768581634,0.41133458261566125,0.6969343711006656,1
2014,05,66080,all,All,0.38291127734831354,0.3080134067216752,0.45780914797495187,3
2014,05,66080,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,05,66080,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,05,66080,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,05,66080,race-ethnicity,"White, Non-Hispanic",0.46750132082149193,0.3751522131822453,0.5598504284607385,3
2014,06,00562,all,All,0.58320987654321,0.48264000449041783,0.6837797485960022,2
2014,06,00562,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,00562,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,00562,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,00562,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,00884,all,All,0.5458122540753232,0.40549758720895435,0.686126920941692,2
2014,06,00884,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,00884,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,00884,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,00884,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,02000,all,All,0.3522836183450487,0.2792663782148408,0.42530085847525656,3
2014,06,02000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,02000,race-ethnicity,Hispanic,0.2938813477670757,0.2019646480563032,0.3857980474778482,3
2014,06,02000,race-ethnicity,Other Races and Ethnicities,0.46792923290279587,0.3200038653124352,0.6158546004931565,3
2014,06,02000,race-ethnicity,"White, Non-Hispanic",0.4733278401100297,0.3025095960201341,0.6441460841999254,3
2014,06,02252,all,All,0.45982124183656536,0.3296116541606882,0.5900308295124426,1
2014,06,02252,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,02252,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,02252,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,02252,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,02364,all,All,0.36047821776692035,0.24402857118468596,0.47692786434915474,2
2014,06,02364,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,02364,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,02364,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,02364,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,03526,all,All,0.30706936752584685,0.24060944003941404,0.37352929501227966,2
2014,06,03526,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,03526,race-ethnicity,Hispanic,0.3000580004855637,0.21671380908844756,0.3834021918826798,2
2014,06,03526,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,03526,race-ethnicity,"White, Non-Hispanic",0.2845610009414899,0.1652948119189973,0.4038271899639825,2
2014,06,04982,all,All,0.39429237881955276,0.30877706026897067,0.47980769737013484,2
2014,06,04982,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,04982,race-ethnicity,Hispanic,0.35284652198777955,0.25072500706264406,0.45496803691291504,2
2014,06,04982,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,04982,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,06000,all,All,0.7357237715803453,0.6150160753211832,0.8564314678395074,1
2014,06,06000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,06000,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,06000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,06000,race-ethnicity,"White, Non-Hispanic",0.7444279346210996,0.5534591011569573,0.9353967680852419,1
2014,06,08786,all,All,0.549428448604636,0.4580994603105975,0.6407574368986746,3
2014,06,08786,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,08786,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,08786,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,08786,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,08954,all,All,0.5382231404958677,0.38916798650142626,0.6872782944903092,1
2014,06,08954,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,08954,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,08954,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,08954,race-ethnicity,"White, Non-Hispanic",0.5704225352112676,0.39416776530104203,0.7466773051214932,1
2014,06,11194,all,All,0.671634461544872,0.5398623716107991,0.803406551478945,1
2014,06,11194,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,11194,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,11194,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,11194,race-ethnicity,"White, Non-Hispanic",0.6611739197890151,0.5028207167484368,0.8195271228295934,1
2014,06,11530,all,All,0.5315454240413945,0.3822870250104222,0.6808038230723668,1
2014,06,11530,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,11530,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,11530,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,11530,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,13014,all,All,0.5363636363636364,0.4287870797462062,0.6439401929810665,1
2014,06,13014,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,13014,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,13014,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,13014,race-ethnicity,"White, Non-Hispanic",0.5351521511017838,0.3378160119448524,0.7324882902587153,1
2014,06,13210,all,All,0.4800999374347823,0.3727446758416011,0.5874551990279635,2
2014,06,13210,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,13210,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,13210,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,13210,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,13214,all,All,0.49205801104972374,0.3774685765076482,0.6066474455917993,2
2014,06,13214,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,13214,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,13214,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,13214,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,13392,all,All,0.40131149991491083,0.31712437035295205,0.4854986294768696,1
2014,06,13392,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,13392,race-ethnicity,Hispanic,0.4194166312493356,0.3101689789933214,0.5286642835053498,1
2014,06,13392,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,13392,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,13588,all,All,0.40374801591132736,0.33325777677117435,0.4742382550514804,1
2014,06,13588,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,13588,race-ethnicity,Hispanic,0.4067537921917528,0.3013076955862171,0.5121998887972885,1
2014,06,13588,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,13588,race-ethnicity,"White, Non-Hispanic",0.4064235131781997,0.2945381904034676,0.5183088359529318,1
2014,06,14218,all,All,0.45528617363108964,0.31156502223886107,0.5990073250233182,1
2014,06,14218,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,14218,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,14218,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,14218,race-ethnicity,"White, Non-Hispanic",0.529177653711749,0.3238543997905681,0.7345009076329299,1
2014,06,15044,all,All,0.3299122861749863,0.24801932013436384,0.41180525221560876,2
2014,06,15044,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,15044,race-ethnicity,Hispanic,0.3057127224766182,0.20505031723280298,0.4063751277204334,2
2014,06,15044,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,15044,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,16000,all,All,0.5461438909970698,0.47741850838351635,0.6148692736106234,3
2014,06,16000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,16000,race-ethnicity,Hispanic,0.4931552357480909,0.37247946968984613,0.6138310018063357,3
2014,06,16000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,16000,race-ethnicity,"White, Non-Hispanic",0.6420789737187046,0.5142865247498769,0.7698714226875323,3
2014,06,16350,all,All,0.3493446546130646,0.26841628303503173,0.4302730261910974,2
2014,06,16350,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,16350,race-ethnicity,Hispanic,0.3093171515149285,0.18716137980815806,0.43147292322169895,2
2014,06,16350,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,16350,race-ethnicity,"White, Non-Hispanic",0.4599005437436571,0.30052037996991077,0.6192807075174034,2
2014,06,16532,all,All,0.5687303800080289,0.4554949529301855,0.6819658070858723,2
2014,06,16532,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,16532,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,16532,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,16532,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,17918,all,All,0.5325564220201848,0.4554232878794715,0.6096895561608981,2
2014,06,17918,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,17918,race-ethnicity,Hispanic,0.47277164155872464,0.3346579674037826,0.6108853157136667,2
2014,06,17918,race-ethnicity,Other Races and Ethnicities,0.492489288805,0.34123570873084275,0.6437428688791572,2
2014,06,17918,race-ethnicity,"White, Non-Hispanic",0.6397077784419706,0.4787273147313664,0.8006882421525747,2
2014,06,19766,all,All,0.5550152019429702,0.3995716132584253,0.710458790627515,1
2014,06,19766,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,19766,race-ethnicity,Hispanic,0.5492115468567235,0.37992875280148114,0.7184943409119657,1
2014,06,19766,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,19766,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,21712,all,All,0.4395241913266899,0.33890819284217294,0.5401401898112068,2
2014,06,21712,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,21712,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,21712,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,21712,race-ethnicity,"White, Non-Hispanic",0.40159890351151983,0.256058386930884,0.5471394200921557,2
2014,06,22020,all,All,0.4533175782304569,0.3356588288501577,0.570976327610756,1
2014,06,22020,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,22020,race-ethnicity,Hispanic,0.45498086291561174,0.28675997249295904,0.6232017533382644,1
2014,06,22020,race-ethnicity,Other Races and Ethnicities,0.48335728423784413,0.2896178428029889,0.6770967256726994,1
2014,06,22020,race-ethnicity,"White, Non-Hispanic",0.458211698024355,0.26575889829619237,0.6506644977525177,1
2014,06,22230,all,All,0.3097766598002002,0.21395173193873962,0.40560158766166077,1
2014,06,22230,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,22230,race-ethnicity,Hispanic,0.27007685677341,0.16703527391437464,0.3731184396324453,1
2014,06,22230,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,22230,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,22804,all,All,0.3771685219659959,0.26381921588780666,0.4905178280441851,1
2014,06,22804,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,22804,race-ethnicity,Hispanic,0.372137297895805,0.22695572624082283,0.5173188695507872,1
2014,06,22804,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,22804,race-ethnicity,"White, Non-Hispanic",0.39341001873798037,0.21209031834111772,0.574729719134843,1
2014,06,23182,all,All,0.45462080397845,0.33022106661280637,0.5790205413440936,1
2014,06,23182,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,23182,race-ethnicity,Hispanic,0.3091641490433031,0.13417127910223312,0.484157018984373,1
2014,06,23182,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,23182,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,24638,all,All,0.5213963963963963,0.37959832127435894,0.6631944715184337,2
2014,06,24638,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,24638,race-ethnicity,Hispanic,NA,NA,NA,NA
2014,06,24638,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,24638,race-ethnicity,"White, Non-Hispanic",0.3920741989881956,0.20481497684973524,0.579333421126656,2
2014,06,24680,all,All,0.32206637257230974,0.22807154409498476,0.41606120104963473,1
2014,06,24680,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,24680,race-ethnicity,Hispanic,0.3194078783029503,0.21897686852300888,0.4198388880828917,1
2014,06,24680,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,24680,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,26000,all,All,0.5059455774582721,0.4273989815665461,0.584492173349998,2
2014,06,26000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,26000,race-ethnicity,Hispanic,0.1500927203185774,0.04815041733765868,0.2520350232994961,2
2014,06,26000,race-ethnicity,Other Races and Ethnicities,0.610340043804876,0.5179127076990914,0.7027673799106607,2
2014,06,26000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,27000,all,All,0.321425903929503,0.2748146961995477,0.3680371116594583,3
2014,06,27000,race-ethnicity,"Black, Non-Hispanic",0.31749149020632605,0.11708321247789752,0.5178997679347546,3
2014,06,27000,race-ethnicity,Hispanic,0.27703653867549677,0.22132167103723194,0.3327514063137616,3
2014,06,27000,race-ethnicity,Other Races and Ethnicities,0.33033536921294393,0.2238897137825474,0.43678102464334045,3
2014,06,27000,race-ethnicity,"White, Non-Hispanic",0.45851362016076846,0.3309470072416538,0.5860802330798831,3
2014,06,28000,all,All,0.518923942962481,0.38899109883842686,0.6488567870865352,3
2014,06,28000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,28000,race-ethnicity,Hispanic,0.5098454878383762,0.3482170127224727,0.6714739629542799,3
2014,06,28000,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA
2014,06,28000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,29000,all,All,0.40491800687121277,0.32764430060987365,0.4821917131325519,3
2014,06,29000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
2014,06,29000,race-ethnicity,Hispanic,0.35918900466632564,0.2387546425281208,0.4796233668045305,3
2014,06,29000,race-ethnicity,Other Races and Ethnicities,0.4409747846818435,0.3063327584578116,0.5756168109058754,3
2014,06,29000,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA
2014,06,30000,all,All,0.6032730584128864,0.47342875853301103,0.7331173582927617,2
2014,06,30000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA
